POST,account/update_profile_image,https://developer.twitter.com/en/docs/accounts-and-users/manage-account-settings/api-reference/post-account-update_profile_image
POST,saved_searches/create,https://developer.twitter.com/en/docs/accounts-and-users/manage-account-settings/api-reference/post-saved_searches-create
POST,saved_searches/destroy/:id,https://developer.twitter.com/en/docs/accounts-and-users/manage-account-settings/api-reference/post-saved_searches-destroy-id
GET,blocks/ids,https://developer.twitter.com/en/docs/accounts-and-users/mute-block-report-users/api-reference/get-blocks-ids
GET,blocks/list,https://developer.twitter.com/en/docs/accounts-and-users/mute-block-report-users/api-reference/get-blocks-list
GET,mutes/users/ids,https://developer.twitter.com/en/docs/accounts-and-users/mute-block-report-users/api-reference/get-mutes-users-ids
GET,mutes/users/list,https://developer.twitter.com/en/docs/accounts-and-users/mute-block-report-users/api-reference/get-mutes-users-list
POST,blocks/create,https://developer.twitter.com/en/docs/accounts-and-users/mute-block-report-users/api-reference/post-blocks-create
POST,blocks/destroy,https://developer.twitter.com/en/docs/accounts-and-users/mute-block-report-users/api-reference/post-blocks-destroy
POST,mutes/users/create,https://developer.twitter.com/en/docs/accounts-and-users/mute-block-report-users/api-reference/post-mutes-users-create
POST,mutes/users/destroy,https://developer.twitter.com/en/docs/accounts-and-users/mute-block-report-users/api-reference/post-mutes-users-destroy
POST,users/report_spam,https://developer.twitter.com/en/docs/accounts-and-users/mute-block-report-users/api-reference/post-users-report_spam
GET,collections/entries,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/get-collections-entries
GET,collections/list,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/get-collections-list
GET,collections/show,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/get-collections-show
POST,collections/create,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/post-collections-create
POST,collections/destroy,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/post-collections-destroy
POST,collections/entries/add,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/post-collections-entries-add
POST,collections/entries/curate,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/post-collections-entries-curate
